Number_of_Referrals,Tenure_in_Months,Avg_Monthly_Long_Distance_Charges,Avg_Monthly_GB_Download,Monthly_Charge,Total_Regular_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Age,Number_of_Dependents,Zip_Code,Population,CLTV,Total_Customer_Svc_Requests,Product/Service_Issues_Reported,Customer_Satisfaction,Referred_a_Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone_Service_Yes,Multiple_Lines_Yes,Internet_Service_Yes,Internet_Type_DSL,Internet_Type_Fiber Optic,Internet_Type_None,Online_Security_Yes,Online_Backup_Yes,Device_Protection_Plan_Yes,Premium_Tech_Support_Yes,Streaming_TV_Yes,Streaming_Movies_Yes,Streaming_Music_Yes,Unlimited_Data_Yes,Contract_One Year,Contract_Two Year,Paperless_Billing_Yes,Payment_Method_Credit Card,Payment_Method_Mailed Check,Gender_Male,Under_30_Yes,Senior_Citizen_Yes,Married_Yes,Dependents_Yes,Churn_Category_Competitor,Churn_Category_Dissatisfaction,Churn_Category_Other,Churn_Category_Price
0,17,13.02,73,44.6,681.4,0.0,0.0,221.34,27,0,92101,27505,2130,1,1,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0
1,68,20.31,13,84.65,5683.6,0.0,739.0,1381.08,70,1,93445,7435,6404,0,0,2.993293091884641,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0
0,4,30.79,0,20.4,94.5,0.0,0.0,123.16,51,3,95010,9673,4929,2,0,2.993293091884641,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,52,23.12,0,25.6,1334.5,0.0,0.0,1202.24,26,1,95653,844,5662,2,0,2.993293091884641,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0
0,17,22.26,0,19.7,340.35,0.0,0.0,378.42,27,0,92833,46105,4222,1,0,4.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,49,5.29,30,59.6,2970.3,0.0,0.0,259.21,42,2,90026,73686,4986,2,0,3.0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,2,22.56,15,100.2,198.5,0.0,0.0,45.12,49,0,96146,942,4855,2,0,2.993293091884641,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,38,22.05,73,81.0,3084.9,0.0,0.0,837.9,28,0,92882,60294,3067,1,0,4.0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
0,38,26.1,30,59.436,2250.65,0.0,67.52,991.8,67,0,91342,81986,3110,3,1,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,17,32.19,11,94.2,1608.15,36.4,0.0,547.23,79,0,90242,42459,4425,1,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,37,0.0,27,45.4,1593.1,44.13,0.0,0.0,23,0,92173,28488,4051,2,1,2.993293091884641,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,25,19.76,13,102.44,2514.5,13.43,327.0,494.00000000000006,78,1,90303,27778,5337,1,1,2.0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
0,2,1.81,0,20.05,33.7,0.0,0.0,3.62,33,0,94065,10658,4978,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,17,36.47,15,56.1,946.95,0.0,142.0,619.99,58,0,91326,28067,5025,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,22,5.09,25,77.376,1692.6,0.0,423.0,111.98,79,0,92110,24169,2407,3,1,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,27,3.33,20,81.172,2135.5,0.0,427.0,89.91,72,1,90660,63288,4638,0,0,2.993293091884641,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
1,13,13.32,21,64.75,877.35,0.0,184.0,173.16,59,1,94940,406,4741,0,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
0,64,4.99,0,20.05,1198.05,0.0,0.0,319.36,79,0,95746,20675,4309,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
0,66,6.22,26,84.0,5714.25,0.0,1486.0,410.52,57,0,90280,96267,5825,1,0,2.993293091884641,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
0,25,32.33,51,108.9,2809.05,0.0,0.0,808.25,20,0,95136,36944,4398,1,1,2.993293091884641,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,26,33.74,7,85.8,2193.65,0.0,154.0,877.24,71,0,95333,3256,5700,2,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,35,24.53,30,62.15,2215.45,0.0,665.0,858.5500000000001,51,0,90270,28094,5255,1,0,2.993293091884641,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1,46,48.62,3,83.61600000000001,3605.2,0.0,108.0,2236.52,71,0,92258,732,4876,2,0,2.993293091884641,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
0,13,10.11,0,19.75,265.75,0.0,0.0,131.43,56,0,93111,16477,2016,2,1,2.993293091884641,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,12,25.34,62,82.108,927.35,0.0,575.0,304.08,34,3,90292,18058,5806,5,0,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5,70,48.57,0,20.05,1360.25,0.0,0.0,3399.9,47,2,92604,27369,4485,0,0,2.993293091884641,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,3,16.39,0,20.75,67.1,0.0,0.0,49.17,23,0,91406,50047,2406,0,0,2.993293091884641,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
4,71,0.0,6,47.05,3263.6,0.0,196.0,0.0,59,0,95148,44103,6302,2,0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
5,13,29.92,23,87.412,1095.3,23.97,25.19,388.96,40,0,95693,5889,4745,2,0,2.993293091884641,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0,14,8.54,0,19.6,300.4,0.0,0.0,119.56,64,0,95983,513,2847,0,0,2.993293091884641,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,64,14.39,7,86.55,5632.55,0.0,394.0,920.96,35,0,95648,15286,4934,3,0,4.0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,49,27.2,24,84.5,3906.7,0.0,93.76,1332.8,49,0,90048,21739,6434,1,1,2.993293091884641,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,72,10.87,16,103.65,7634.8,0.0,0.0,782.64,64,0,95919,1237,6088,0,0,2.993293091884641,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0,4,43.32,22,89.07600000000001,321.65,0.0,71.0,173.28,63,0,93202,2872,3223,0,0,2.993293091884641,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8,6,23.73,0,19.85,138.85,0.0,0.0,142.38,54,2,90044,87383,2186,0,0,2.993293091884641,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,42,33.46,57,109.408,4400.75,40.15,2508.0,1405.32,26,0,94901,40239,2317,2,0,2.993293091884641,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,67,0.0,52,59.55,4103.9,0.0,0.0,0.0,19,0,91739,12937,4478,0,0,2.993293091884641,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
0,4,31.57,18,90.65,367.95,0.0,66.0,126.28,43,0,95930,282,3559,0,0,2.993293091884641,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,15,22.39,8,109.304,1582.75,0.0,127.0,335.85,54,0,94014,47453,2122,5,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,12,49.39,5,74.15,741.4,0.0,37.0,592.6800000000001,63,0,95701,751,5426,1,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3,45,39.82,13,78.75,3600.65,0.0,468.0,1791.9,33,0,92066,339,2595,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
0,22,10.25,0,20.85,450.65,0.0,0.0,225.5,50,0,95528,1072,3171,0,0,2.993293091884641,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,29.98,78,75.08800000000001,305.55,0.0,23.83,119.92,20,0,95401,36125,5668,5,1,2.993293091884641,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0,1,13.04,51,72.748,69.95,0.0,0.0,13.04,29,0,94132,26297,5341,0,0,2.993293091884641,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0,19,40.22,22,56.2,1093.4,0.0,24.05,764.18,57,0,95978,28,3384,1,0,5.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,26.41,29,47.112,45.3,0.0,0.0,26.41,37,0,95925,262,2293,1,1,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7,51,16.85,0,24.95,1222.25,0.0,0.0,859.35,46,2,95138,14792,5461,1,1,2.993293091884641,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
0,1,9.44,0,19.25,19.25,0.0,0.0,9.44,34,0,91977,56100,4745,2,0,2.993293091884641,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,34,27.47,51,116.15,3946.9,0.0,0.0,933.98,26,3,95947,2064,5104,1,0,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0
0,23,25.85,53,49.45,1119.35,0.0,0.0,594.5500000000001,61,3,95550,155,5237,0,0,2.993293091884641,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,51,0.0,2,61.672,3014.65,0.0,60.0,0.0,51,0,90802,38427,5633,2,0,2.993293091884641,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,71,14.14,59,104.65,7288.4,0.0,0.0,1003.94,23,3,93226,296,6101,2,0,2.993293091884641,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0
0,7,15.54,0,20.65,155.9,0.0,0.0,108.78,55,0,90263,11,2100,1,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,18,8.95,0,20.15,390.85,0.0,0.0,161.1,39,0,90680,29694,4931,1,0,3.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72,23.02,69,73.0,5265.2,0.0,363.3,1657.44,23,0,94511,2379,5127,1,0,2.993293091884641,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
0,3,35.64,7,72.124,191.35,0.0,13.0,106.92,48,0,92028,42239,3520,2,0,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,8,48.14,20,73.99600000000001,563.65,0.0,113.0,385.12,53,0,90731,58639,2662,3,0,1.0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,31,40.92,20,87.6,2724.25,0.0,0.0,1268.52,56,0,94605,42854,5094,2,0,4.0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,51,43.58,24,87.56800000000001,4146.05,0.0,0.0,2222.58,80,0,91915,9278,6245,1,0,2.993293091884641,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0
1,3,25.77,2,91.832,273.75,0.0,5.0,77.31,68,0,94707,11889,4486,2,0,1.0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
1,53,31.24,80,97.656,5029.2,0.0,4023.0,1655.72,27,0,93108,12741,5543,1,1,1.0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0,26,24.67,59,51.55,1295.4,0.0,0.0,641.4200000000001,29,0,95247,4353,3130,1,0,2.993293091884641,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
1,47,10.07,0,25.4,1139.2,0.0,0.0,473.29,20,0,90010,1957,3159,2,0,2.993293091884641,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0,10,33.98,59,54.5,568.2,0.0,0.0,339.79999999999995,29,0,96068,240,4163,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
0,1,22.5,30,72.748,69.95,0.0,0.0,22.5,73,0,92117,51213,3208,2,0,2.993293091884641,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8,13,48.7,0,24.5,343.6,0.0,0.0,633.1,31,2,94964,6448,5077,0,0,2.993293091884641,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
0,70,12.19,46,108.16,7250.15,0.0,3335.0,853.3,25,0,93641,571,4544,5,0,2.993293091884641,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
0,5,14.26,29,72.852,346.4,0.0,0.0,71.3,52,0,94304,1723,4944,5,2,1.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8,5,15.74,28,89.15,413.25,0.0,0.0,78.7,33,0,94606,41876,2576,1,0,2.993293091884641,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,10,49.04,23,51.65,524.5,0.0,0.0,490.4,38,0,94401,32488,4292,1,2,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,5,7.31,20,51.168000000000006,216.9,0.0,43.0,36.55,47,0,95776,15022,4336,5,0,1.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
7,51,20.47,0,25.5,1281.25,0.0,0.0,1043.97,59,0,95973,26971,5447,0,0,2.993293091884641,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
0,47,45.67,3,74.05,3496.3,0.0,105.0,2146.49,56,0,90043,44764,2831,1,0,4.0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,52,47.9,3,53.75,2790.65,43.12,0.0,2490.8,42,0,95834,8403,5957,1,0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,40.25,0,24.85,62.0,0.0,0.0,80.5,50,0,93906,53946,5983,0,0,2.993293091884641,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,5,48.86,59,80.2,384.25,0.0,0.0,244.3,25,0,92869,37916,3391,2,0,2.993293091884641,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,53,0.0,25,53.6,2879.2,0.0,720.0,0.0,34,0,95449,1373,5183,0,0,2.993293091884641,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,55,3.62,17,50.55,2832.75,0.0,0.0,199.1,38,0,94070,28098,6250,1,0,2.993293091884641,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,68,0.0,28,64.35,4539.6,0.0,0.0,0.0,38,0,91403,22085,4146,1,0,2.993293091884641,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9,46,35.46,0,24.45,1066.15,0.0,0.0,1631.16,55,0,92260,29340,2438,1,0,2.993293091884641,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5,15,37.84,19,94.65,1285.05,0.0,244.0,567.6,66,0,95735,25,5868,2,0,3.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
1,60,35.22,18,99.58,5742.9,0.0,1034.0,2113.2,59,0,94114,30587,4129,2,1,2.0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,36,25.95,21,54.45,1893.5,0.0,0.0,934.2,40,0,93420,24499,4462,2,0,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10,41.04,0,18.85,163.2,0.0,0.0,410.4,60,0,93430,3220,5949,0,0,2.993293091884641,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,43,33.97,69,80.2,3581.6,0.0,247.13,1460.71,30,0,92504,46550,5888,1,0,3.0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
10,64,17.07,25,53.85,3399.85,0.0,0.0,1092.48,53,2,95315,10159,4954,0,0,2.993293091884641,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
4,63,10.67,0,19.55,1245.6,0.0,0.0,672.21,48,2,96051,1236,6002,2,1,2.993293091884641,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
1,1,7.74,21,47.84,46.0,0.0,0.0,7.74,69,0,92629,27730,4531,0,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
0,13,33.69,15,80.0,1029.35,0.0,0.0,437.97,59,0,95258,4176,5577,2,0,2.993293091884641,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,18,35.7,29,99.892,1740.7,0.0,0.0,642.6,23,0,90041,27866,5581,1,2,2.993293091884641,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,4,30.07,29,44.55,220.75,0.0,0.0,120.28,38,0,93662,26213,2124,2,0,3.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,19,13.76,4,69.6,1394.55,0.0,0.0,261.44,54,0,95955,1146,3349,0,0,2.993293091884641,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2,64,20.19,8,102.1,6538.45,0.0,523.0,1292.16,66,0,92364,162,6270,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
1,72,14.46,29,108.65,7726.35,0.0,0.0,1041.12,63,1,91602,16996,5730,0,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
0,3,41.9,12,82.57600000000001,205.05,0.0,25.0,125.7,75,0,94130,1458,3501,5,1,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3,67,2.67,25,105.4,7035.6,0.0,1759.0,178.89,70,0,90028,30568,5703,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0
0,25,36.5,33,106.912,2660.2,0.0,878.0,912.5,75,0,95628,40750,4969,3,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0,41,10.26,2,98.8,3959.15,27.09,0.0,420.66,64,0,92111,46828,5584,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,49,17.77,13,66.15,3199.0,0.0,416.0,870.73,49,0,90716,14852,6138,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1,4,4.14,33,89.388,381.3,0.0,12.58,16.56,48,0,92129,47224,5640,2,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6,55,41.18,18,100.9,5448.6,0.0,981.0,2264.9,34,1,95640,9752,6153,1,0,2.993293091884641,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0,1,36.12,14,70.6,70.6,0.0,0.0,36.12,31,0,90266,33758,3530,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1,65,40.47,33,77.792,4820.15,0.0,1591.0,2630.55,56,0,95567,2020,5207,5,3,2.993293091884641,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,8,14.37,0,20.35,178.7,0.0,0.0,114.96,61,1,95064,4563,4577,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,44,18.42,22,50.15,2139.1,0.0,471.0,810.48,64,0,93501,4882,5790,0,0,2.993293091884641,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,9,21.11,6,75.6,661.55,0.0,0.0,189.99,58,0,95476,34314,4990,3,0,3.0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,72,24.95,13,114.45,8100.55,0.0,0.0,1796.4,51,1,90263,11,4700,0,0,2.993293091884641,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
9,71,32.18,0,24.5,1816.2,0.0,0.0,2284.78,20,0,92027,48690,4058,0,0,2.993293091884641,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0
